App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
5810665,HDR,08/08/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5808340,HDR,07/31/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5803490,HDR,07/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5819316,HDR,09/16/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819203,HDR,09/16/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816750,HDR,09/06/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818384,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818854,HDR,09/14/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5810862,HDR,08/09/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5799124,HDR,06/19/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816465,HDR,09/05/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5812131,HDR,08/15/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820719,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5807697,HDR,07/27/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819292,HDR,09/16/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5799874,HDR,06/22/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5798504,HDR,06/15/2017,Denied,Not Applicable,Needed,Complete,Needed,Needed,Complete,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5801277,HDR,06/28/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814212,HDR,08/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814232,HDR,08/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5803619,HDR,07/10/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817238,HDR,09/07/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806641,HDR,07/22/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816791,HDR,09/06/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5818126,HDR,09/12/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5813688,HDR,08/22/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5819350,HDR,09/17/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818127,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5797631,HDR,06/12/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5808262,HDR,07/30/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820620,HDR,09/21/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818670,HDR,09/14/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5814934,HDR,08/28/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5807031,HDR,07/24/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5811036,HDR,08/10/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815824,HDR,08/31/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5796938,HDR,06/09/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5818631,HDR,09/13/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5808541,HDR,07/31/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818187,HDR,09/12/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5801993,HDR,07/01/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5815826,HDR,08/31/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5811346,HDR,08/11/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5813139,HDR,08/18/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817260,HDR,09/07/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5805903,HDR,07/19/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5795744,HDR,06/05/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817213,HDR,09/07/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5799468,HDR,06/20/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817521,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5811971,HDR,08/14/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5808912,HDR,08/01/2017,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5816801,HDR,09/06/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5819478,HDR,09/18/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5807489,HDR,07/26/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,09/24/2017 06:00:40 PM
5809888,HDR,08/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5820891,HDR,09/22/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5796529,HDR,06/07/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5814837,HDR,08/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5805444,HDR,07/17/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818261,HDR,09/12/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5809708,HDR,08/04/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5814566,HDR,08/25/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5816895,HDR,09/06/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5817300,HDR,09/07/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818487,HDR,09/13/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5810527,HDR,08/08/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5816319,HDR,09/03/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5813160,HDR,08/19/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5804595,HDR,07/13/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5800591,HDR,06/26/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5799461,HDR,06/20/2017,Denied,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5814422,HDR,08/24/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810493,HDR,08/08/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5808543,HDR,07/31/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5797705,HDR,06/13/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5818731,HDR,09/14/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5809444,HDR,08/03/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5803688,HDR,07/10/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5805402,HDR,07/17/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5812319,HDR,08/15/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5800539,HDR,06/25/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5799265,HDR,06/19/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815058,HDR,08/28/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814196,HDR,08/23/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5794738,HDR,06/01/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,09/24/2017 06:00:40 PM
5801345,HDR,06/29/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5820292,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5802411,HDR,07/03/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5791605,HDR,05/18/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5813117,HDR,08/18/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806848,HDR,07/24/2017,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5816545,HDR,09/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806415,HDR,07/21/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5801607,HDR,06/29/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5786913,HDR,05/01/2017,Denied,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5805088,HDR,07/15/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817370,HDR,09/08/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5808400,HDR,07/31/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5810809,HDR,08/09/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815735,HDR,08/31/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811781,HDR,08/14/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5796220,HDR,06/06/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5807538,HDR,07/26/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5819290,HDR,09/16/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5804523,HDR,07/13/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,09/24/2017 06:00:40 PM
5817875,HDR,09/11/2017,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5804212,HDR,07/12/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5815750,HDR,08/31/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5807264,HDR,07/25/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5805724,HDR,07/18/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5817673,HDR,09/09/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,09/24/2017 06:00:40 PM
5816197,HDR,09/02/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5797297,HDR,06/11/2017,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5819616,HDR,09/18/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5813445,HDR,08/21/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5807172,HDR,07/25/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5815545,HDR,08/30/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5802658,HDR,07/05/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,09/24/2017 06:00:40 PM
5817328,HDR,09/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5810465,HDR,08/08/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,09/24/2017 06:00:40 PM
5807653,HDR,07/27/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5812257,HDR,08/15/2017,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5818045,HDR,09/11/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5806863,HDR,07/24/2017,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5802412,HDR,07/03/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811571,HDR,08/12/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,09/24/2017 06:00:40 PM
5808150,HDR,07/28/2017,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,09/24/2017 06:00:40 PM
5820241,HDR,09/20/2017,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
5814843,HDR,08/28/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5811008,HDR,08/10/2017,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,09/24/2017 06:00:40 PM
5802272,HDR,07/03/2017,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,09/24/2017 06:00:40 PM
5807362,HDR,07/26/2017,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,09/24/2017 06:00:40 PM
